id,user_id,scenario_type,epd_id,dose_rate,dose_absortion,event_position,event_datetime
77,"11","T1_BasicMechanics","3","[1.901097;1.901097;1.901097;1.901097;1.901097;1.901097;1.901097;1.901097;1.901097;1.901097;]","[0.043173;0.043438;0.043716;0.043981;0.044259;0.04453;0.044809;0.045081;0.04536;0.045623;]","[(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);]","[2024-9-12 15:57:3.106;2024-9-12 15:57:3.606;2024-9-12 15:57:4.135;2024-9-12 15:57:4.639;2024-9-12 15:57:5.164;2024-9-12 15:57:5.678;2024-9-12 15:57:6.206;2024-9-12 15:57:6.720;2024-9-12 15:57:7.246;2024-9-12 15:57:7.745;]"
78,"11","T1_BasicMechanics","3","[1.996703;1.996703;1.996703;1.996703;1.996703;1.996703;1.996703;1.996703;1.996703;1.996703;]","[0.045344;0.045622;0.045915;0.046192;0.046485;0.046769;0.047063;0.047348;0.047641;0.047917;]","[(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);]","[2024-9-12 15:57:3.106;2024-9-12 15:57:3.606;2024-9-12 15:57:4.135;2024-9-12 15:57:4.639;2024-9-12 15:57:5.164;2024-9-12 15:57:5.678;2024-9-12 15:57:6.206;2024-9-12 15:57:6.720;2024-9-12 15:57:7.246;2024-9-12 15:57:7.745;]"
79,"11","T1_BasicMechanics","3","[1.898382;1.898382;1.898382;1.898382;1.898382;1.898382;1.898382;1.898382;1.898382;1.898382;]","[0.043111;0.043376;0.043654;0.043918;0.044196;0.044466;0.044745;0.045017;0.045295;0.045558;]","[(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);]","[2024-9-12 15:57:3.106;2024-9-12 15:57:3.606;2024-9-12 15:57:4.135;2024-9-12 15:57:4.639;2024-9-12 15:57:5.164;2024-9-12 15:57:5.678;2024-9-12 15:57:6.206;2024-9-12 15:57:6.720;2024-9-12 15:57:7.246;2024-9-12 15:57:7.745;]"
80,"11","T1_BasicMechanics","3","[1.802294;1.802294;1.802294;1.802294;1.802294;1.802294;1.802294;1.802294;1.802294;1.802294;]","[0.040929;0.04118;0.041444;0.041695;0.041959;0.042216;0.042481;0.042738;0.043002;0.043252;]","[(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);]","[2024-9-12 15:57:3.106;2024-9-12 15:57:3.606;2024-9-12 15:57:4.135;2024-9-12 15:57:4.639;2024-9-12 15:57:5.164;2024-9-12 15:57:5.678;2024-9-12 15:57:6.206;2024-9-12 15:57:6.720;2024-9-12 15:57:7.246;2024-9-12 15:57:7.746;]"
81,"9999","T1_BasicMechanics","3","[0.0;1.901301;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;]","[0.0;0.000263;0.000541;0.00081;0.001074;0.001348;0.001618;0.001881;0.002145;0.002409;]","[(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);]","[2024-9-12 17:12:55.203;2024-9-12 17:12:55.556;2024-9-12 17:12:56.55;2024-9-12 17:12:56.578;2024-9-12 17:12:57.79;2024-9-12 17:12:57.600;2024-9-12 17:12:58.103;2024-9-12 17:12:58.606;2024-9-12 17:12:59.110;2024-9-12 17:12:59.609;]"
82,"9999","T1_BasicMechanics","3","[0.0;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;]","[0.0;0.000276;0.000568;0.000851;0.001128;0.001415;0.0017;0.001976;0.002253;0.00253;]","[(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);]","[2024-9-12 17:12:55.203;2024-9-12 17:12:55.556;2024-9-12 17:12:56.56;2024-9-12 17:12:56.578;2024-9-12 17:12:57.79;2024-9-12 17:12:57.600;2024-9-12 17:12:58.103;2024-9-12 17:12:58.606;2024-9-12 17:12:59.110;2024-9-12 17:12:59.609;]"
83,"9999","T1_BasicMechanics","3","[0.0;1.898581;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;]","[0.0;0.000263;0.00054;0.000809;0.001073;0.001346;0.001616;0.001879;0.002142;0.002406;]","[(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);]","[2024-9-12 17:12:55.203;2024-9-12 17:12:55.556;2024-9-12 17:12:56.56;2024-9-12 17:12:56.578;2024-9-12 17:12:57.79;2024-9-12 17:12:57.600;2024-9-12 17:12:58.103;2024-9-12 17:12:58.606;2024-9-12 17:12:59.110;2024-9-12 17:12:59.610;]"
84,"9999","T1_BasicMechanics","3","[0.0;1.802481;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;]","[0.0;0.000249;0.000513;0.000768;0.001019;0.001278;0.001534;0.001783;0.002033;0.002284;]","[(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);]","[2024-9-12 17:12:55.204;2024-9-12 17:12:55.556;2024-9-12 17:12:56.56;2024-9-12 17:12:56.579;2024-9-12 17:12:57.79;2024-9-12 17:12:57.600;2024-9-12 17:12:58.103;2024-9-12 17:12:58.606;2024-9-12 17:12:59.110;2024-9-12 17:12:59.610;]"
85,"9999","T1_BasicMechanics","3","[1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;]","[0.002686;0.00296;0.003238;0.003505;0.00377;0.004035;0.004298;0.004564;0.004842;0.005106;]","[(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);]","[2024-9-12 17:13:0.133;2024-9-12 17:13:0.650;2024-9-12 17:13:1.179;2024-9-12 17:13:1.680;2024-9-12 17:13:2.184;2024-9-12 17:13:2.686;2024-9-12 17:13:3.186;2024-9-12 17:13:3.687;2024-9-12 17:13:4.214;2024-9-12 17:13:4.714;]"
86,"9999","T1_BasicMechanics","3","[1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;]","[0.002821;0.003109;0.003401;0.003681;0.003959;0.004238;0.004515;0.004793;0.005085;0.005363;]","[(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);]","[2024-9-12 17:13:0.133;2024-9-12 17:13:0.650;2024-9-12 17:13:1.179;2024-9-12 17:13:1.680;2024-9-12 17:13:2.184;2024-9-12 17:13:2.686;2024-9-12 17:13:3.186;2024-9-12 17:13:3.687;2024-9-12 17:13:4.214;2024-9-12 17:13:4.714;]"
87,"9999","T1_BasicMechanics","3","[1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;]","[0.002683;0.002956;0.003234;0.0035;0.003764;0.004029;0.004292;0.004557;0.004835;0.005099;]","[(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);]","[2024-9-12 17:13:0.133;2024-9-12 17:13:0.650;2024-9-12 17:13:1.179;2024-9-12 17:13:1.680;2024-9-12 17:13:2.184;2024-9-12 17:13:2.686;2024-9-12 17:13:3.186;2024-9-12 17:13:3.687;2024-9-12 17:13:4.214;2024-9-12 17:13:4.715;]"
88,"9999","T1_BasicMechanics","3","[1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;]","[0.002547;0.002806;0.00307;0.003322;0.003574;0.003825;0.004075;0.004327;0.00459;0.004841;]","[(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);]","[2024-9-12 17:13:0.133;2024-9-12 17:13:0.650;2024-9-12 17:13:1.179;2024-9-12 17:13:1.680;2024-9-12 17:13:2.184;2024-9-12 17:13:2.686;2024-9-12 17:13:3.186;2024-9-12 17:13:3.687;2024-9-12 17:13:4.214;2024-9-12 17:13:4.715;]"
89,"9999","T1_BasicMechanics","3","[1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;]","[0.005377;0.005645;0.005923;0.00619;0.006468;0.006731;0.007009;0.007274;0.007539;0.007803;]","[(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);]","[2024-9-12 17:13:5.231;2024-9-12 17:13:5.735;2024-9-12 17:13:6.264;2024-9-12 17:13:6.767;2024-9-12 17:13:7.291;2024-9-12 17:13:7.792;2024-9-12 17:13:8.318;2024-9-12 17:13:8.820;2024-9-12 17:13:9.322;2024-9-12 17:13:9.822;]"
90,"9999","T1_BasicMechanics","3","[1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;]","[0.005648;0.005929;0.006221;0.006502;0.006793;0.00707;0.007362;0.00764;0.007918;0.008196;]","[(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);]","[2024-9-12 17:13:5.231;2024-9-12 17:13:5.735;2024-9-12 17:13:6.264;2024-9-12 17:13:6.767;2024-9-12 17:13:7.291;2024-9-12 17:13:7.792;2024-9-12 17:13:8.318;2024-9-12 17:13:8.820;2024-9-12 17:13:9.322;2024-9-12 17:13:9.822;]"
91,"9999","T1_BasicMechanics","3","[1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;]","[0.00537;0.005637;0.005915;0.006181;0.006459;0.006722;0.006999;0.007263;0.007528;0.007792;]","[(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);]","[2024-9-12 17:13:5.231;2024-9-12 17:13:5.735;2024-9-12 17:13:6.264;2024-9-12 17:13:6.767;2024-9-12 17:13:7.291;2024-9-12 17:13:7.792;2024-9-12 17:13:8.318;2024-9-12 17:13:8.820;2024-9-12 17:13:9.322;2024-9-12 17:13:9.822;]"
92,"9999","T1_BasicMechanics","3","[1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;]","[0.005098;0.005352;0.005615;0.005868;0.006132;0.006381;0.006645;0.006896;0.007147;0.007398;]","[(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);]","[2024-9-12 17:13:5.231;2024-9-12 17:13:5.735;2024-9-12 17:13:6.264;2024-9-12 17:13:6.767;2024-9-12 17:13:7.291;2024-9-12 17:13:7.792;2024-9-12 17:13:8.318;2024-9-12 17:13:8.820;2024-9-12 17:13:9.322;2024-9-12 17:13:9.822;]"
93,"9999","T1_BasicMechanics","3","[1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;]","[0.008068;0.008338;0.0086;0.008868;0.009145;0.009414;0.009678;0.009944;0.010221;0.010486;]","[(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);]","[2024-9-12 17:13:10.321;2024-9-12 17:13:10.825;2024-9-12 17:13:11.328;2024-9-12 17:13:11.823;2024-9-12 17:13:12.348;2024-9-12 17:13:12.871;2024-9-12 17:13:13.372;2024-9-12 17:13:13.873;2024-9-12 17:13:14.401;2024-9-12 17:13:14.902;]"
94,"9999","T1_BasicMechanics","3","[1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;]","[0.008473;0.008757;0.009032;0.009314;0.009605;0.009887;0.010165;0.010444;0.010735;0.011013;]","[(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);]","[2024-9-12 17:13:10.321;2024-9-12 17:13:10.825;2024-9-12 17:13:11.328;2024-9-12 17:13:11.823;2024-9-12 17:13:12.348;2024-9-12 17:13:12.871;2024-9-12 17:13:13.372;2024-9-12 17:13:13.873;2024-9-12 17:13:14.401;2024-9-12 17:13:14.902;]"
95,"9999","T1_BasicMechanics","3","[1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;]","[0.008056;0.008326;0.008588;0.008856;0.009132;0.009401;0.009664;0.009929;0.010207;0.010471;]","[(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);]","[2024-9-12 17:13:10.321;2024-9-12 17:13:10.825;2024-9-12 17:13:11.328;2024-9-12 17:13:11.823;2024-9-12 17:13:12.348;2024-9-12 17:13:12.871;2024-9-12 17:13:13.372;2024-9-12 17:13:13.873;2024-9-12 17:13:14.401;2024-9-12 17:13:14.902;]"
96,"9999","T1_BasicMechanics","3","[1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;]","[0.007648;0.007905;0.008153;0.008407;0.008669;0.008925;0.009175;0.009427;0.00969;0.009941;]","[(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);]","[2024-9-12 17:13:10.321;2024-9-12 17:13:10.825;2024-9-12 17:13:11.328;2024-9-12 17:13:11.823;2024-9-12 17:13:12.348;2024-9-12 17:13:12.871;2024-9-12 17:13:13.372;2024-9-12 17:13:13.873;2024-9-12 17:13:14.401;2024-9-12 17:13:14.902;]"
97,"9999","T1_BasicMechanics","3","[1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;]","[0.010763;0.011028;0.011307;0.011572;0.011836;0.012102;0.012367;0.01263;0.012909;0.013186;]","[(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);]","[2024-9-12 17:13:15.427;2024-9-12 17:13:15.928;2024-9-12 17:13:16.457;2024-9-12 17:13:16.957;2024-9-12 17:13:17.459;2024-9-12 17:13:17.959;2024-9-12 17:13:18.459;2024-9-12 17:13:18.962;2024-9-12 17:13:19.488;2024-9-12 17:13:20.13;]"
98,"9999","T1_BasicMechanics","3","[1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;]","[0.011305;0.011583;0.011876;0.012154;0.012432;0.012711;0.012989;0.013265;0.013559;0.013849;]","[(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);]","[2024-9-12 17:13:15.427;2024-9-12 17:13:15.928;2024-9-12 17:13:16.457;2024-9-12 17:13:16.957;2024-9-12 17:13:17.459;2024-9-12 17:13:17.959;2024-9-12 17:13:18.460;2024-9-12 17:13:18.962;2024-9-12 17:13:19.488;2024-9-12 17:13:20.13;]"
99,"9999","T1_BasicMechanics","3","[1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;]","[0.010748;0.011012;0.011291;0.011555;0.01182;0.012085;0.012349;0.012612;0.012891;0.013167;]","[(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);]","[2024-9-12 17:13:15.427;2024-9-12 17:13:15.928;2024-9-12 17:13:16.457;2024-9-12 17:13:16.957;2024-9-12 17:13:17.459;2024-9-12 17:13:17.959;2024-9-12 17:13:18.460;2024-9-12 17:13:18.962;2024-9-12 17:13:19.488;2024-9-12 17:13:20.13;]"
100,"9999","T1_BasicMechanics","3","[1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;]","[0.010204;0.010455;0.010719;0.01097;0.011221;0.011473;0.011724;0.011974;0.012238;0.012501;]","[(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);]","[2024-9-12 17:13:15.427;2024-9-12 17:13:15.928;2024-9-12 17:13:16.457;2024-9-12 17:13:16.957;2024-9-12 17:13:17.459;2024-9-12 17:13:17.959;2024-9-12 17:13:18.460;2024-9-12 17:13:18.962;2024-9-12 17:13:19.488;2024-9-12 17:13:20.13;]"
101,"9999","T1_BasicMechanics","3","[1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;]","[0.013464;0.013729;0.014001;0.014271;0.014551;0.014829;0.015106;0.015386;0.015651;0.015918;]","[(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);]","[2024-9-12 17:13:20.541;2024-9-12 17:13:21.43;2024-9-12 17:13:21.560;2024-9-12 17:13:22.69;2024-9-12 17:13:22.596;2024-9-12 17:13:23.124;2024-9-12 17:13:23.651;2024-9-12 17:13:24.180;2024-9-12 17:13:24.680;2024-9-12 17:13:25.191;]"
102,"9999","T1_BasicMechanics","3","[1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;]","[0.014141;0.01442;0.014705;0.014989;0.015282;0.015575;0.015866;0.01616;0.016438;0.016719;]","[(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);]","[2024-9-12 17:13:20.541;2024-9-12 17:13:21.43;2024-9-12 17:13:21.560;2024-9-12 17:13:22.69;2024-9-12 17:13:22.597;2024-9-12 17:13:23.124;2024-9-12 17:13:23.651;2024-9-12 17:13:24.180;2024-9-12 17:13:24.680;2024-9-12 17:13:25.191;]"
103,"9999","T1_BasicMechanics","3","[1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;]","[0.013445;0.01371;0.013981;0.014251;0.01453;0.014808;0.015085;0.015364;0.015629;0.015896;]","[(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);]","[2024-9-12 17:13:20.541;2024-9-12 17:13:21.43;2024-9-12 17:13:21.560;2024-9-12 17:13:22.69;2024-9-12 17:13:22.597;2024-9-12 17:13:23.124;2024-9-12 17:13:23.651;2024-9-12 17:13:24.180;2024-9-12 17:13:24.680;2024-9-12 17:13:25.191;]"
104,"9999","T1_BasicMechanics","3","[1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;]","[0.012764;0.013016;0.013273;0.01353;0.013794;0.014058;0.014321;0.014586;0.014838;0.015091;]","[(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);]","[2024-9-12 17:13:20.541;2024-9-12 17:13:21.43;2024-9-12 17:13:21.560;2024-9-12 17:13:22.69;2024-9-12 17:13:22.597;2024-9-12 17:13:23.124;2024-9-12 17:13:23.651;2024-9-12 17:13:24.180;2024-9-12 17:13:24.680;2024-9-12 17:13:25.191;]"
105,"9999","T1_BasicMechanics","3","[1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;]","[0.016192;0.01647;0.016736;0.017014;0.017279;0.017558;0.017836;0.018101;0.018379;0.018644;]","[(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);]","[2024-9-12 17:13:25.704;2024-9-12 17:13:26.233;2024-9-12 17:13:26.735;2024-9-12 17:13:27.263;2024-9-12 17:13:27.763;2024-9-12 17:13:28.292;2024-9-12 17:13:28.819;2024-9-12 17:13:29.319;2024-9-12 17:13:29.847;2024-9-12 17:13:30.348;]"
106,"9999","T1_BasicMechanics","3","[1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;1.996915;]","[0.017006;0.017299;0.017577;0.01787;0.018148;0.018441;0.018733;0.019011;0.019303;0.019581;]","[(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);(2021.961548;12048.907227);]","[2024-9-12 17:13:25.704;2024-9-12 17:13:26.233;2024-9-12 17:13:26.735;2024-9-12 17:13:27.263;2024-9-12 17:13:27.763;2024-9-12 17:13:28.292;2024-9-12 17:13:28.819;2024-9-12 17:13:29.319;2024-9-12 17:13:29.847;2024-9-12 17:13:30.348;]"
107,"9999","T1_BasicMechanics","3","[1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;1.89858;]","[0.016169;0.016447;0.016712;0.01699;0.017255;0.017533;0.017811;0.018075;0.018353;0.018617;]","[(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);(2052.32373;12066.0625);]","[2024-9-12 17:13:25.704;2024-9-12 17:13:26.233;2024-9-12 17:13:26.735;2024-9-12 17:13:27.263;2024-9-12 17:13:27.763;2024-9-12 17:13:28.292;2024-9-12 17:13:28.819;2024-9-12 17:13:29.319;2024-9-12 17:13:29.847;2024-9-12 17:13:30.348;]"
108,"9999","T1_BasicMechanics","3","[1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;1.802477;]","[0.01535;0.015614;0.015866;0.01613;0.016381;0.016646;0.016909;0.01716;0.017424;0.017675;]","[(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);(2084.764404;12066.585938);]","[2024-9-12 17:13:25.704;2024-9-12 17:13:26.233;2024-9-12 17:13:26.735;2024-9-12 17:13:27.263;2024-9-12 17:13:27.763;2024-9-12 17:13:28.292;2024-9-12 17:13:28.819;2024-9-12 17:13:29.319;2024-9-12 17:13:29.847;2024-9-12 17:13:30.349;]"
109,"9999","T1_BasicMechanics","3","[1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;1.901298;]","[0.018922;0.019187;0.01945;0.019715;0.019991;0.020255;0.02052;0.020784;0.021051;0.021327;]","[(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);(2049.896729;12101.4375);]","[2024-9-12 17:13:30.874;2024-9-12 17:13:31.374;2024-9-12 17:13:31.876;2024-9-12 17:13:32.375;2024-9-12 17:13:32.899;2024-9-12 17:13:33.399;2024-9-12 17:13:33.901;2024-9-12 17:13:34.401;2024-9-12 17:13:34.904;2024-9-12 17:13:35.428;]"
